PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
39779964,Evaluation of clinical risk stratification to determine benefit from long-term versus short-term androgen deprivation in high-risk localized prostate cancer.,2025-Jan-08,"Praful Ravi, Wanling Xie, Silke Gillessen, Bertrand Tombal, Paul L Nguyen","Dana-Farber Cancer Institute, Boston, MA, USA. praful_ravi@dfci.harvard.edu., Dana-Farber Cancer Institute, Boston, MA, USA., Oncology Institute of Southern Switzerland, EOC, Bellinzona, Switzerland., Cliniques Universitaires Saint-Luc, Brussels, Belgium., Brigham & Women's Hospital, Boston, MA, USA.",praful_ravi@dfci.harvard.edu.
39779950,"Management, biomarkers and prognosis in people developing endocrinopathies associated with immune checkpoint inhibitors.",2025-Jan-09,,,
39779930,T cell malignancies after CAR T cell therapy in the DESCAR-T registry.,2025-Jan-08,"Emmanuel Bachy, Jacques-Olivier Bay","Hematology Department, Hospices Civils de Lyon, Pierre-Bénite, France., Department of Adult Clinical Hematology and Cellular Therapy, CHU Clermont-Ferrand, Clermont-Ferrand, France.",
39779851,A vision-language foundation model for precision oncology.,2025-Jan-08,Kun-Hsing Yu,"Department of Biomedical Informatics, Harvard Medical School, Boston, MA, USA.",
39779812,The non-nutritive sweetener rebaudioside a enhances phage infectivity.,2025-Jan-08,"Ewa Brzozowska, Jan Brykała, Bożena Szermer-Olearnik","Department of Immunology of Infectious Diseases, Hirszfeld Institute of Immunology and Experimental Therapy, Polish Academy of Sciences, 12 R. Weigl St, Wroclaw, 53114, Poland., Department of Immunology of Infectious Diseases, Hirszfeld Institute of Immunology and Experimental Therapy, Polish Academy of Sciences, 12 R. Weigl St, Wroclaw, 53114, Poland., Department of Experimental Oncology, Hirszfeld Institute of Immunology and Experimental Therapy, Polish Academy of Sciences, 12 R. Weigl St, Wroclaw, 53114, Poland.",
39779797,Quality of life in early breast cancer patients after adjuvant accelerated partial-breast irradiation (APBI) in randomized trial.,2025-Jan-09,"Petr Burkon, Iveta Selingerova, Miroslav Vrzal, Milos Holanek, Oldrich Coufal, Katerina Polachova, Vera Andraskova, Pavel Slampa, Tomas Kazda, Marek Slavik","Department of Radiation Oncology, Masaryk Memorial Cancer Institute, Zluty kopec 7, Brno, 656 53, Czech Republic., Research Centre for Applied Molecular Oncology (RECAMO), Masaryk Memorial Cancer Institute, Zluty kopec 7, Brno, 656 53, Czech Republic. iveta.selingerova@mou.cz., Department of Radiation Oncology, Masaryk Memorial Cancer Institute, Zluty kopec 7, Brno, 656 53, Czech Republic., Department of Comprehensive Cancer Care, Masaryk Memorial Cancer Institute, Brno, Czech Republic., Department of Surgical Oncology, Masaryk Memorial Cancer Institute, Brno, Czech Republic., Department of Radiation Oncology, Masaryk Memorial Cancer Institute, Zluty kopec 7, Brno, 656 53, Czech Republic., Clinical Nutrition Unit, Masaryk Memorial Cancer Institute, Brno, Czech Republic., Department of Radiation Oncology, Masaryk Memorial Cancer Institute, Zluty kopec 7, Brno, 656 53, Czech Republic., Department of Radiation Oncology, Masaryk Memorial Cancer Institute, Zluty kopec 7, Brno, 656 53, Czech Republic., Department of Radiation Oncology, Masaryk Memorial Cancer Institute, Zluty kopec 7, Brno, 656 53, Czech Republic. marek.slavik@mou.cz.",marek.slavik@mou.cz.
39779772,Boosting skin cancer diagnosis accuracy with ensemble approach.,2025-Jan-08,"Priya Natha, Sivarama Prasad Tera, Ravikumar Chinthaginjala, C Venkata Narasimhulu","Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Green Fields, Vaddeswaram, Guntur, Andhra Pradesh, 522302, India., Department of Electronics and Electrical Engineering, Indian Institute of Technology, Guwahati, Assam, 781039, India., School of Electronics Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu, 632014, India. cvrkvit@gmail.com., Department of Electronics and Communication Engineering, Chaitanya Bharati Institute of Technology, Hyderabad, 500075, India.",cvrkvit@gmail.com.
39779746,Identifying ADME-related gene signature for immune landscape and prognosis in KIRC by single-cell and spatial transcriptome analysis.,2025-Jan-08,,,
39779693,Pan-inhibition of super-enhancer-driven oncogenic transcription by next-generation synthetic ecteinascidins yields potent anti-cancer activity.,2025-Jan-08,"Max Cigrang, Julian Obid, Maguelone Nogaret, Léane Seno, Tao Ye, Guillaume Davidson, Philippe Catez, Pietro Berico, Clara Capelli, Clara Marechal, Amélie Zachayus, Clémence Elly, Marie Jose Guillen Navarro, Marta Martinez Diez, Gema Santamaria Nunez, Emmanuel Compe, Pablo Avilés, Irwin Davidson, Jean-Marc Egly, Carmen Cuevas, Frédéric Coin","IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., Cell Biology Department, Research and Development, PharmaMar SA, Colmenar Vejo, Spain., Cell Biology Department, Research and Development, PharmaMar SA, Colmenar Vejo, Spain., Cell Biology Department, Research and Development, PharmaMar SA, Colmenar Vejo, Spain., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., Cell Biology Department, Research and Development, PharmaMar SA, Colmenar Vejo, Spain., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France., Cell Biology Department, Research and Development, PharmaMar SA, Colmenar Vejo, Spain., IGBMC, Institut de Génétique et de Biologie Moléculaire et Cellulaire Illkirch Cedex, C.U. Equipe Labélisée Ligue contre le Cancer, Strasbourg, France. fredr@igbmc.fr.",fredr@igbmc.fr.
39779686,Integrating gene therapy into the treatment paradigm for non-muscle invasive bladder cancer.,2025-Jan-09,"Behzad Jazayeri, Roger Li","Department of Urology, Moffitt Cancer Center, Tampa, FL, USA., Department of Urology, Moffitt Cancer Center, Tampa, FL, USA.",
39779664,CCR5-ligand decorated rilpivirine lipid-based nanoparticles for sustained antiretroviral responses.,2025-Jan-08,,,
39779635,Dual targeting of HSP90 and BCL-2 in breast cancer cells using inhibitors BIIB021 and ABT-263.,2025-Jan-09,,,
39779619,Angelica gigas Nakai (Korean Dang-gui) Root Alcoholic Extracts in Health Promotion and Disease Therapy - active Phytochemicals and In Vivo Molecular Targets.,2025-Jan-08,,,
39779616,Cardiotoxicity as important differential diagnosis for reduced myocardial blood flow during Rubidium cardiac PET/CT : Cardiotoxicity in Rubidium PET/CT.,2025-Jan-08,,,
39779611,Treatment outcomes and prognostic factors in patients with colorectal cancer and synchronous lung metastases in the conversion therapy era.,2025-Jan-09,,,
39779600,Analysis of mRNA Pentatricopeptide Repeat Domain 1 as a prospective oncogene in clear cell renal cell carcinoma that accelerates tumor cells proliferation and invasion via the Akt/GSK3β/β-catenin pathway.,2025-Jan-08,,,
39779574,The Clinical Role of Hypoxia Inducible Factor (HIF) Inhibition in Renal Cancer: A Focus on Belzutifan.,2025-Jan-06,"Chiara Ciccarese, Giampaolo Tortora, Roberto Iacovelli","Medical Oncology, Department of Medical and Surgical Sciences, Fondazione Policlinico Universitario Agostino Gemelli IRCCS, Rome, Italy., Medical Oncology, Department of Medical and Surgical Sciences, Fondazione Policlinico Universitario Agostino Gemelli IRCCS, Rome, Italy., Medical Oncology, Department of Medical and Surgical Sciences, Fondazione Policlinico Universitario Agostino Gemelli IRCCS, Rome, Italy.",
39779573,Clinical Application of PARP1 Inhibitors and Challenges in Cancer Therapy.,2025-Jan-06,,,
39779571,"Design and Evaluation of 5-Oxo-1,2,4-triazole-3-carboxamide Compounds as Promising Anticancer Agents: Synthesis, Characterization, In vitro Cytotoxicity and Molecular Docking Studies.",2025-Jan-06,,,
39779562,"A Single-Arm, Open-Label, Phase Ib Clinical Study Evaluating the Efficacy and Safety of Durvalumab in Combination with Albumin-Bound Paclitaxel and Carboplatin as Neoadjuvant Therapy for Resectable Stage III Non-Small Cell Lung Cancer.",2025-Jan-06,,,
39779554,Targeting PD-1 in Squamous Cell Carcinoma: Flavonoid-based Therapeutics Unveiled through in silico and in vitro Approaches.,2025-Jan-06,"Neha Sharma, Rupa Mazumder, Pallavi Rai, Abhijit Debnath","Noida Institute of Engineering and Technology (Pharmacy Institute), 19 Knowledge Park-II, Institutional Area, Greater Noida, 201306, Uttar Pradesh, India., Noida Institute of Engineering and Technology (Pharmacy Institute), 19 Knowledge Park-II, Institutional Area, Greater Noida, 201306, Uttar Pradesh, India., Department of Pharmacy, Ram-Eesh Institute of Vocational and Technica Education, Plot No. 3, Knowledge Park - I, Kasna Road, Greater Noida, Gautam Budh Nagar, 201310, Uttar Pradesh, India., Noida Institute of Engineering and Technology (Pharmacy Institute), 19 Knowledge Park-II, Institutional Area, Greater Noida, 201306, Uttar Pradesh, India.",
39779552,"The Role of Immunotherapy in Lung Cancer Treatment: Current Strategies, Future Directions, and Insights into Metastasis and Immune Microenvironment.",2025-Jan-06,,,
39779549,The Diverse Roles of Long Non-Coding RNA HOTTIP in Breast and Gynecological Cancer Progression.,2025-Jan-06,,,
39779537,Experiences of patients with metastatic colorectal cancer participating in a supervised exercise intervention during chemotherapy.,2025-Jan-08,"Mirte M Streppel, Inge M Werter, Henk M W Verheul","Department of Medical Oncology, Amphia Hospital, Breda, The Netherlands., Department of Medical Oncology/Internal Medicine, Rijnstate Hospital, Arnhem, The Netherlands., Department of Medical Oncology, Erasmus MC Cancer Institute, Erasmus Medical Center, Rotterdam, The Netherlands.",
39779534,Targeting the Hippo and Rap1 signaling pathways: the anti-proliferative effects of curcumin in colorectal cancer cell lines.,2025-Jan-08,,,
39779496,The effect of hand and foot exercises on peripheral neuropathy and quality of life in women with breast cancer: a randomized controlled trial.,2025-Jan-08,,,
39779492,Development of ,2025-Jan-08,,,
39779447,Efficacy outcomes of CDK4/6 inhibitors in combination with endocrine therapy treatment in hormone receptor-positive/HER2-negative advanced breast cancer according to PAM50 intrinsic subtype: Primary results of SOLTI-1801 CDK-PREDICT study.,2025-Jan-03,"Pablo Tolosa, Olga Martínez-Saez, Cristina Hernando, Sonia Servitja, María Fernández Abad, Fara Brasó-Maristany, Ester Sanfeliu, Javier David Benitez Fuentes, Laura Lema, Yolanda Ruano, Isabel García-Fructuoso, Lucía Parrilla, Adela Rodríguez, Ana María Roncero, María Ángeles Cobos, Rodrigo Sánchez-Bayona, Manuel Alva, Ainhoa Madariaga, Guillermo Villacampa, Jordi Canes, Fernando Salvador, Agustín Sánchez-Belmonte, Marcos Malumbres, Eva Ciruelos","Medical Oncology Department, Hospital 12 de Octubre, Madrid, Spain; Instituto de Investigación Sanitaria Hospital 12 de Octubre (Imas12), Madrid, Spain; SOLTI Cancer Research Group, Barcelona, Spain. Electronic address: Pablo.tolosa@salud.madrid.org., Medical Oncology Department, Hospital Clínic de Barcelona, Barcelona, Spain; Translational Genomics and Targeted Therapies in Solid Tumors, August Pi i Sunyer Biomedical Research Institute (IDIBAPS), Barcelona, Spain., Hospital Clínico Universitario de Valencia, Valencia, Spain., Hospital del Mar, Barcelona, Spain., Hospital Universitario Ramón y Cajal, Madrid, Spain., Medical Oncology Department, Hospital Clínic de Barcelona, Barcelona, Spain; Translational Genomics and Targeted Therapies in Solid Tumors, August Pi i Sunyer Biomedical Research Institute (IDIBAPS), Barcelona, Spain., Department of Pathology, Biomedical Diagnostic Center, Hospital Clinic of Barcelona, Barcelona, Spain., koncology Department, Hospital Clínico San Carlos, Madrid, Spain., Medical Oncology Department, Hospital 12 de Octubre, Madrid, Spain; Instituto de Investigación Sanitaria Hospital 12 de Octubre (Imas12), Madrid, Spain., Department of Pathology, Molecular Pathology Unit, Hospital Universitario 12 de Octubre, Madrid, Spain., Medical Oncology Department, Hospital Clínic de Barcelona, Barcelona, Spain; Translational Genomics and Targeted Therapies in Solid Tumors, August Pi i Sunyer Biomedical Research Institute (IDIBAPS), Barcelona, Spain., Department of Pathology, Hospital Universitario 12 de Octubre, Madrid, Spain., Medical Oncology Department, Hospital Clínic de Barcelona, Barcelona, Spain; Translational Genomics and Targeted Therapies in Solid Tumors, August Pi i Sunyer Biomedical Research Institute (IDIBAPS), Barcelona, Spain., Medical Oncology Department, Hospital 12 de Octubre, Madrid, Spain; Instituto de Investigación Sanitaria Hospital 12 de Octubre (Imas12), Madrid, Spain., Medical Oncology Department, Hospital 12 de Octubre, Madrid, Spain; Instituto de Investigación Sanitaria Hospital 12 de Octubre (Imas12), Madrid, Spain., Medical Oncology Department, Hospital 12 de Octubre, Madrid, Spain; Instituto de Investigación Sanitaria Hospital 12 de Octubre (Imas12), Madrid, Spain; SOLTI Cancer Research Group, Barcelona, Spain., Medical Oncology Department, Hospital 12 de Octubre, Madrid, Spain; Instituto de Investigación Sanitaria Hospital 12 de Octubre (Imas12), Madrid, Spain., Medical Oncology Department, Hospital 12 de Octubre, Madrid, Spain; Instituto de Investigación Sanitaria Hospital 12 de Octubre (Imas12), Madrid, Spain., SOLTI Cancer Research Group, Barcelona, Spain., SOLTI Cancer Research Group, Barcelona, Spain., SOLTI Cancer Research Group, Barcelona, Spain., Vall d ́Hebron Institute of Oncology (VHIO), Barcelona, Spain., Vall d ́Hebron Institute of Oncology (VHIO), Barcelona, Spain; ICREA, Barcelona, Spain., Medical Oncology Department, Hospital 12 de Octubre, Madrid, Spain; Instituto de Investigación Sanitaria Hospital 12 de Octubre (Imas12), Madrid, Spain; SOLTI Cancer Research Group, Barcelona, Spain. Electronic address: eva.ciruelos@gmail.com.",eva.ciruelos@gmail.com.
39779416,Cardiac dose comparison of abdominal and thoracic deep inspiration breath hold in adult female with left-sided breast cancer receiving radiation therapy: A systematic review and meta-analysis.,2025-Jan-07,"W Y C Pang, K S Yu","Department of Clinical Oncology, Queen Elizabeth Hospital, Hong Kong. Electronic address: pwy088@ha.org.hk., St Luke's Cancer Centre, Royal Surrey County Hospital, Guildford, England, United Kingdom. Electronic address: k.yu@nhs.net.",k.yu@nhs.net.
39779412,AGITG MONARCC: A Randomized Phase 2 Study of Panitumumab Monotherapy and Panitumumab Plus 5-Fluorouracil as First-Line Therapy for Older Patients With RAS and BRAF Wild Type Metastatic Colorectal Cancer. A Study by the Australasian Gastro-Intestinal Trials Group (AGITG).,2024-Dec-12,"Lorraine A Chantrill, Christopher B Steer, Jeff Cuff, Jeanne Tie, Darshit Arunbhai Thaker, Ratnesh Srivastav, Eva Segelov, Timothy Price, Rahul Ladwa, Warren Joubert, Niall C Tebbutt","Shoalhaven District Memorial Hospital, New South Wales, Australia., Border Medical Oncology, Albury Wodonga Regional Cancer Centre, Victoria, Australia., Australasian Gastro-Intestinal Trials Group-Community Advisory Panel. Level 6, Camperdown, New South Wales, Australia., Sunshine Hospital, Victoria, Australia., Royal Brisbane and Women's Hospital, Brisbane, Australia., The Tweed Hospital, Tweed Heads, New South Wales, Australia., Department of Medical Oncology, Monash Health, Clayton, Victoria, Australia., The Queen Elizabeth Hospital, Woodville South, South Australia., Princess Alexandra Hospital, Woolloongabba, Queensland, Australia., Princess Alexandra Hospital, Woolloongabba, Queensland, Australia., Austin Hospital, Heidelberg, Victoria, Australia.",
39779354,Oncological surgical outcomes for colorectal cancer surgery with loco-regional anesthesia: A feasibility study.,2025-Jan,"Hüseyin Fahri Martlı, Eda Şahingöz, Emre Şimşek, Ayça Tuba Özcan, Efnan Aşık, Sadettin Er, Erdinç Çetinkaya","From the Department of General Surgery, Ankara Bilkent City Hospital, Ankara, Turkey., From the Department of General Surgery, Ankara Bilkent City Hospital, Ankara, Turkey., From the Department of General Surgery, Ankara Bilkent City Hospital, Ankara, Turkey., From the Department of General Surgery, Ankara Bilkent City Hospital, Ankara, Turkey., From the Department of General Surgery, Ankara Bilkent City Hospital, Ankara, Turkey., From the Department of General Surgery, Ankara Bilkent City Hospital, Ankara, Turkey., From the Department of General Surgery, Ankara Bilkent City Hospital, Ankara, Turkey.",
39779351,Development and validation of a nomogram to predict survival after neoadjuvant chemotherapy in elderly women with triple-negative invasive ductal breast cancer: A SEER population-based study.,2025-Jan,,,
39779280,Multitargeting Pt(IV) Derivatives of Cisplatin or Oxaliplatin Inhibit Tumor Growth in Mice without Inducing Neuropathic Pain.,2025-Jan-08,,,
39779263,"Gastric cancer liver metastases in China: a real-world, multicentre, prospective, observational cohort study protocol.",2025-Jan-08,"Tingting Lu, Yunhe Gao, Gan Zhang, Haiya Zhang, Zhida Chen, Yi Liu, Hongqing Xi","Medical School of Chinese PLA, Beijing, China., Department of General Surgery, First Medical Center, Chinese PLA General Hospital, Beijing, China., Medical School of Chinese PLA, Beijing, China., Medical School of Chinese PLA, Beijing, China., Department of General Surgery, First Medical Center, Chinese PLA General Hospital, Beijing, China., Department of General Surgery, First Medical Center, Chinese PLA General Hospital, Beijing, China., Department of General Surgery, First Medical Center, Chinese PLA General Hospital, Beijing, China xihongqing@126.com chenlinbj@sina.com.",xihongqing@126.com
39779253,The role of physical exercise in cancer therapy-related CV toxicity.,2025-Jan-08,Valentina Bucciarelli,"Cardiovascular Sciences Department, Azienda Ospedaliero-Universitaria delle Marche, Ancona, Italy.",
39779210,Society for Immunotherapy of Cancer: updates and best practices for multiplex immunohistochemistry (IHC) and immunofluorescence (IF) image analysis and data sharing.,2025-Jan-08,"Guray Akturk, Cláudia S Ferreira, Sacha Gnjatic, Cyrus V Hedvat, Travis J Hollmann, Konstanty Korski, Ana Lako, Marlon C Rebelatto, Scott J Rodig, Jamie Rodriguez-Canales, Emanuel Schenck, Keith E Steele, Michael J Surace, Jennifer H Yearley, Carlo B Bifulco","Merck & Co, Rahway, New Jersey, USA., Pharma Research and Early Development (pRED), Roche Innovation Center Munich, Penzberg, Germany., Icahn School of Medicine at Mount Sinai Tisch Cancer Institute, New York, New York, USA., Department of Pathology, Molecular and Cell-based Medicine, Icahn School of Medicine at Mount Sinai, New York, New York, USA., Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, New York, USA., Department of Personalized Healthcare, Data, Analytics and Imaging Group, F Hoffmann-La Roche AG, Basel, Switzerland., Dana Farber/Brigham and Women's Cancer Center, Harvard Medical School, Boston, Massachusetts, USA., AstraZeneca, Gaithersburg, Maryland, USA., Dana Farber/Brigham and Women's Cancer Center, Harvard Medical School, Boston, Massachusetts, USA., Daiichi Dankyo, Basking Ridge, New Jersey, USA., AstraZeneca, Gaithersburg, Maryland, USA., SR Pathology LLC, Gaithersburg, Maryland, USA., AstraZeneca, Gaithersburg, Maryland, USA., Merck & Co, Rahway, New Jersey, USA., Providence Portland Medical Center, Portland, Oregon, USA.",
39779194,Effectiveness of implementation of sickle cell disease referral guidelines and other measures in paediatric department at a tertiary hospital in Saudi Arabia.,2025-Jan-08,"Abdulrhman Alathaibi, Muhammad Matloob Alam, Hamdan Alghamdi, Jean Barrientos De Asis, Reynan Bautista, Mansour Aladwani, Mustafa Mohamed Selim","Pediatric Hematology Oncology, Al Hada Armed Forces Hospital, Taif, Makkah, Saudi Arabia Abdulrhman.alathaibi@gmail.com., Pediatric Hematology Oncology, Al Hada Armed Forces Hospital, Taif, Makkah, Saudi Arabia., Pediatrics Intensive Care Unit, Al Hada Armed Forces Hospital, Taif, Makkah, Saudi Arabia., Continuous Quality Improvement, Al Hada Armed Forces Hospital, Taif, Makkah, Saudi Arabia., Continuous Quality Improvement, Al Hada Armed Forces Hospital, Taif, Makkah, Saudi Arabia., Medical Laboratory, Al Hada Armed Forces Hospital, Taif, Makkah, Saudi Arabia., Pediatric Hematology Oncology, Al Hada Armed Forces Hospital, Taif, Makkah, Saudi Arabia.",Abdulrhman.alathaibi@gmail.com.
39779174,In Regard to Ghirardelli et al.,2025,"Jacob Y Shin, Charles B Simone","Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, New York. Electronic address: Shinj2@mskcc.org., Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, New York; New York Proton Center, New York, New York.",Shinj2@mskcc.org.
39779170,ASTRO Guidelines for Partial Breast Irradiation for Patients With Early-Stage Invasive Breast Cancer: A Disturbing Change of Paradigm for Intraoperative Radiation Therapy. Editorial on Behalf of the International Society of Intraoperative Radiation Therapy Working Group.,2025,"Samuel Larsen, Maria Cristina Leonardi, Antoine Desmet, Catherine Philippson","Faculté de médecine, Université Libre de Bruxelles, Brussels, Belgium., Division of Radiotherapy, IEO, European Institute of Oncology, IRCCS, Milan, Italy., Department of Radiation-Oncology, Institut Jules Bordet - Université Libre de Bruxelles, Brussels, Belgium., Department of Radiation-Oncology, Institut Jules Bordet - Université Libre de Bruxelles, Brussels, Belgium. Electronic address: catherine.philippson@hubruxelles.be.",catherine.philippson@hubruxelles.be.
39779169,"PROshot: Hypofractionated Postmastectomy Radiation, Palliative Liver Radiation, Celiac Plexus Radiosurgery, Perioperative Chemoradiation for Gastric Cancer, and Prostate Stereotactic Body Radiation Therapy Versus Prostatectomy.",2025,"Caleb Dulaney, Laura Dover","Department of Radiation Oncology, Baptist Regional Cancer Center, Meridian, Mississippi. Electronic address: QuadShotNews@gmail.com., Department of Radiation Oncology, Ascension St. Vincent's East, Birmingham, Alabama.",QuadShotNews@gmail.com.
39779030,Hijacking the hyaluronan assisted iron endocytosis to promote the ferroptosis in anticancer photodynamic therapy.,2025-Mar-01,Ching-Hsuan Tung,"Molecular Imaging Innovations Institute, Department of Radiology, Weill Cornell Medicine, New York, NY 10065, USA.",
39779027,A smart responsive NIR-operated chitosan-based nanoswitch to induce cascade immunogenic tumor ferroptosis via cytokine storm.,2025-Mar-01,,,
39778993,Elucidation of the fine structure and anti-breast tumor activity of a glucomannan from the pseudobulbs of Pleione bulbocodioides.,2025-Mar-01,,,
39778963,Severe hypophosphataemia following denosumab administration successfully managed using a calcimimetic agent.,2025-Jan-08,,,
39778860,Human γδ T cells in the tumor microenvironment: Key insights for advancing cancer immunotherapy.,2025-Jan-06,"Won Hyung Park, Heung Kyu Lee","Graduate School of Medical Science and Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon 34141, Republic of Korea; Laboratory of Host Defenses, Department of Biological Sciences, KAIST, Daejeon 34141, Republic of Korea., Laboratory of Host Defenses, Department of Biological Sciences, KAIST, Daejeon 34141, Republic of Korea; KAIST Institute of Health Science and Technology, KAIST, Daejeon 34141, Republic of Korea. Electronic address: heungkyu.lee@kaist.ac.kr.",heungkyu.lee@kaist.ac.kr.
39778859,Electrocautery ablation therapy for anal intraepithelial carcinoma with high-resolution anoscopy.,2025-Jan-06,"Hiroshi Kitamura, Naokatsu Ando, Daisuke Mizushima, Daisuke Shiojiri, Takato Nakamoto, Misao Takano, Hiroyuki Gatanaga","AIDS Clinical Center, National Center for Global Health and Medicine, Tokyo, Japan., AIDS Clinical Center, National Center for Global Health and Medicine, Tokyo, Japan. Electronic address: nandou@hosp.ncgm.go.jp., AIDS Clinical Center, National Center for Global Health and Medicine, Tokyo, Japan., AIDS Clinical Center, National Center for Global Health and Medicine, Tokyo, Japan., AIDS Clinical Center, National Center for Global Health and Medicine, Tokyo, Japan., AIDS Clinical Center, National Center for Global Health and Medicine, Tokyo, Japan., AIDS Clinical Center, National Center for Global Health and Medicine, Tokyo, Japan.",nandou@hosp.ncgm.go.jp.
39778829,Glutathione depletion-based pH-responsive injectable hydrogels for synergistic treatment of colon tumor.,2025-Jan-06,,,
39778743,Co-activating STING-TLR9 pathways promotes radiotherapy-induced cancer vaccination.,2025-Jan-06,,,
39778710,An early precursor CD8 T cell that adapts to acute or chronic viral infection.,2025-Jan-08,"Daniel Y Chang, Nataliya Prokhnevska, Jonathan Kaye","Department of Pathology, Mass General Brigham, Harvard Medical School, Boston, MA, USA., The Precision Immunology Institute, Icahn School of Medicine at Mount Sinai, New York, NY, USA., Research Division of Immunology, Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA, USA.",
39778682,Clinical outcomes of stage IIA/IIB seminoma treated with radiotherapy and chemotherapy: should regional therapy be considered the preferred treatment approach?,2025-Jan-06,Astrid Billfalk-Kelly,"Department of Radiation Oncology, Dr. H. Bliss Murphy Cancer Centre.",
39778658,Prognostic value of CD163,2025-Jan-06,,,
39778655,Radiation-induced cardiac disease: Modern techniques to reduce cardiac toxicity.,2025-Jan-06,,,
39778630,Single-Cell RNA Sequencing in Ovarian Cancer: Current Progress and Future Prospects.,2025-Jan-06,,,
39778525,Incidence and risk factors of immune checkpoint inhibitor-induced colitis in Korean patients with cancer.,2025-Jan,,,
39778511,Long-term tumor suppression in cholangiocarcinoma using cytokine-induced killer cell therapy and high-dose vitamin C: a case report.,2024-Dec,"Kangseok Kim, Hyunhye Wang, Jiewon Lee, Changhwan Yeom","Department of Surgery, Bangre Hospital, Incheon, Korea., Department of Radiology, Bangre Hospital, Incheon, Korea., Department of Family Medicine, Yeom Chang Hwan Hospital, Seoul, Korea., Department of Family Medicine, Yeom Chang Hwan Hospital, Seoul, Korea.",
39778508,The evolution of cancer immunotherapy: a comprehensive review of its history and current perspectives.,2024-Dec,,,
39778326,Characterisation of the HollandPTC R&D proton beamline for physics and radiobiology studies.,2025-Jan-07,"M Rovituso, E van der Wal, W van Burik, U Weber, M Fontana, M van Vulpen, M Hoogeman","Department of Research and Development, Holland Proton Therapy Centre Delft, Delft, The Netherlands. Electronic address: rovitusomarta@gmail.com., Department of Research and Development, Holland Proton Therapy Centre Delft, Delft, The Netherlands., Department of Research and Development, Holland Proton Therapy Centre Delft, Delft, The Netherlands., GSI, Helmholtzzentrum für Schwerionenforschung GmbH, Darmstadt, Germany., DE.TEC.TOR, Turin, Italy., Department of Research and Development, Holland Proton Therapy Centre Delft, Delft, The Netherlands., Department of Research and Development, Holland Proton Therapy Centre Delft, Delft, The Netherlands.",rovitusomarta@gmail.com.
